Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
United Kingdom,Namibia,2018,EXPIMP,Food Products,2396.86,96.38,4.12,0.22,0.22,-0.62,10.54,1,0.88,167,0,38.32,4.19,57.49,4.62,0,42.19,42.19,54.19,1.74,1.53,167,0,1.8,9.58,88.62,7.08,0,42.19,42.19,54.19
United Kingdom,Nigeria,2018,EXPIMP,Food Products,99516.37,20240.98,5.63,0.66,2.5,-4.84,6.92,9.76,3.12,254,48.43,10.24,9.84,31.5,42.2,0,159.85,14006.81,6182.37,13.18,5.53,254,48.82,9.45,10.24,31.5,57.6,0,171.6,14006.81,6182.37
United Kingdom,Nicaragua,2018,EXPIMP,Food Products,125.8,6138.8,1.75,9.44,1.02,-0.81,-16.04,0,0,8,0,75,25,0,0,0,106.32,106.32,6032.48,9.35,3.6,8,12.5,25,50,12.5,26,0,106.32,6138.8,0
United Kingdom,Netherlands,2018,EXPIMP,Food Products,1214209.47,3727706.86,3.52,6.67,0.81,3.5,3.28,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Norway,2018,EXPIMP,Food Products,167876.93,95434.72,3.65,0.37,0.92,1.58,4.24,9.98,7.79,272,30.51,19.85,19.12,30.51,132.92,0,2170.64,36111.95,58704,12.95,8.97,272,32.35,15.81,21.32,30.51,132.92,0,2187.41,36222.35,58593.6
United Kingdom,Nepal,2018,EXPIMP,Food Products,1913.88,309.96,12.12,1.15,9.91,4.76,8.47,0.49,1.25,189,0,76.19,2.65,21.16,23.55,0,60.57,60.57,249.4,13.81,15.84,189,19.58,6.88,17.46,56.08,36.06,0,154.9,306.96,3.01
United Kingdom,New Zealand,2018,EXPIMP,Food Products,53992.18,334460.66,4.49,29.62,0.85,3.4,3.17,15.47,7.64,864,34.61,4.63,10.3,50.46,128.09,0,326382.44,330415.68,1098.45,15.47,7.64,864,34.61,4.63,10.3,50.46,128.09,0,326382.44,330415.68,1098.45
United Kingdom,"Other Asia, nes",2018,EXPIMP,Food Products,263940.63,21211.03,15.07,0.45,13.39,2.15,3.29,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Oman,2018,EXPIMP,Food Products,26345.43,440.6,1.95,0.53,0.75,1.11,-14.71,13.14,18.73,108,1.85,1.85,22.22,74.07,36.06,0,434.09,440.6,0,13.14,18.73,108,1.85,1.85,22.22,74.07,36.06,0,434.09,440.6,0
United Kingdom,Pakistan,2018,EXPIMP,Food Products,22440.83,26618.66,2.25,1.55,1.29,-11.42,-14.71,11.06,4.47,683,0.44,59.88,7.32,32.36,132.92,0,6429.89,20414.89,4415.48,22.03,9.87,683,58.42,1.32,7.32,32.94,132.92,0,6429.89,24830.37,0
United Kingdom,Panama,2018,EXPIMP,Food Products,76081.9,1112.99,34.24,5.1,6.19,0.69,6.11,0,0,53,0,96.23,3.77,0,0,0,817.84,817.84,280.12,3.43,1.62,53,49.06,43.4,7.55,0,25,0,817.84,892.05,205.91
United Kingdom,Peru,2018,EXPIMP,Food Products,44010.92,26390.05,19.03,5,2.56,-0.42,-15.88,1.05,0.23,491,0,70.47,2.65,26.88,52.25,0,111.37,9528.02,16862.03,12.59,16.98,491,44.6,7.94,8.35,39.1,52.25,0,172.43,24648.09,1741.96
United Kingdom,Philippines,2018,EXPIMP,Food Products,35211.91,118020.16,4.81,14.97,0.84,4.6,2.85,3.45,0.76,716,0.42,66.2,8.24,25.14,52.25,0,7648.21,29168.28,77953.88,15.26,22.03,716,62.15,1.82,8.24,27.79,54.32,0,7648.21,107100.82,21.34
United Kingdom,Papua New Guinea,2018,EXPIMP,Food Products,596.41,10850.63,5.08,10.35,,,,0,0,27,0,100,0,0,0,0,0,0,10850.63,12.02,23.99,27,96.3,3.7,0,0,25,0,0,10830.53,20.11
United Kingdom,Poland,2018,EXPIMP,Food Products,395590.92,1666205.99,5.62,11.54,1.68,8.62,10.47,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Portugal,2018,EXPIMP,Food Products,138091.82,247929.05,6.54,5.95,1.14,6.3,6.73,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Paraguay,2018,EXPIMP,Food Products,19070.41,91422.52,38.51,82.06,5.56,4.52,-5.94,0,0,1,0,100,0,0,0,0,0,0,91422.52,0,0,1,0,100,0,0,0,0,0,0,91422.52
United Kingdom,Occ.Pal.Terr,2018,EXPIMP,Food Products,2439.43,354.49,27.93,6.79,1.17,8.44,14.64,0,0,24,0,100,0,0,0,0,0,0,354.49,14.23,15.16,24,70.83,8.33,0,20.83,28.14,0,0,354.49,0
United Kingdom,Qatar,2018,EXPIMP,Food Products,72718.53,3.26,2.36,0,1.17,-2.43,21.16,7.89,7.89,29,20.69,0,48.28,31.03,17.3,0.08,3.26,3.26,0,7.89,7.89,29,20.69,0,48.28,31.03,17.3,0.08,3.26,3.26,0
United Kingdom,Romania,2018,EXPIMP,Food Products,68539.5,100735.06,3.92,3.12,0.84,5.93,7.34,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Russian Federation,2018,EXPIMP,Food Products,140816,110865.54,4.25,1.17,2.24,-0.03,-1.44,9.84,1.27,205,52.2,20,16.1,11.71,51.95,0,11478.29,17433.13,93426.38,9.84,1.27,205,52.2,20,16.1,11.71,51.95,0,11478.29,17433.13,93426.38
United Kingdom,Saudi Arabia,2018,EXPIMP,Food Products,124014.57,4015.66,2.53,0.15,0.93,-5.01,-1.91,11.53,5.57,211,38.39,3.32,12.32,45.97,52.75,0,339.42,3874.69,38.54,11.53,5.57,211,38.39,3.32,12.32,45.97,52.75,0,339.42,3874.69,38.54
United Kingdom,Senegal,2018,EXPIMP,Food Products,2228.8,125.83,0.99,0.21,0.73,-3.8,45.5,0,0,21,0,100,0,0,0,0,0,0,108.2,20,20,21,100,0,0,0,20,20,0,108.2,0
United Kingdom,"Serbia, FR(Serbia/Montenegro)",2018,EXPIMP,Food Products,9492.9,16150,3.89,5.29,0.91,11.22,11.77,14.06,16.35,618,33.66,5.18,12.46,48.71,57.6,0,6610.56,15474.88,410.73,14.06,16.35,618,33.66,5.18,12.46,48.71,57.6,0,6610.56,15474.88,410.73
United Kingdom,Singapore,2018,EXPIMP,Food Products,542446.92,23463.33,7.89,1.4,4.63,5.64,5.32,14.03,16.39,564,35.99,4.96,15.25,43.79,74.9,0,12392.43,22693.06,242.51,14.03,16.39,564,35.99,4.96,15.25,43.79,74.9,0,12392.43,22693.06,242.51
United Kingdom,Solomon Islands,2018,EXPIMP,Food Products,0,7.55,,0.07,0.52,-10.5,53.2,0,0,1,0,100,0,0,0,0,0,0,7.55,0,0,1,0,100,0,0,0,0,0,0,7.55
United Kingdom,Sierra Leone,2018,EXPIMP,Food Products,5082.04,3.63,12.37,0.21,0.83,3.09,-13.43,0,0,5,0,100,0,0,0,0,0,0,3.63,1.92,0.01,5,40,60,0,0,7.7,0,0,0.01,3.62
United Kingdom,El Salvador,2018,EXPIMP,Food Products,760.23,7019.27,2.02,35.86,2.14,3.66,5.65,42.09,78.66,3,0,33.33,0,66.67,93.06,0,0,6559.44,459.83,43.12,78.8,3,0,0,0,100,93.06,2.06,0,7019.27,0
United Kingdom,Somalia,2018,EXPIMP,Food Products,4607.33,701.62,24.87,73.15,,,,0,0,26,0,100,0,0,0,0,0,0,701.62,24.04,24.04,26,100,0,0,0,25,24,0,701.62,0
United Kingdom,Sudan,2018,EXPIMP,Food Products,5586.88,805.21,5.94,6.95,0.36,14.28,-19.2,21.8,2.85,109,28.44,0,0,71.56,57.6,2.06,0,805.21,0,21.8,2.85,109,28.44,0,0,71.56,57.6,2.06,0,805.21,0
United Kingdom,Slovak Republic,2018,EXPIMP,Food Products,22964.19,53038.56,2.83,1.69,0.97,5.8,2.89,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Slovenia,2018,EXPIMP,Food Products,23009.9,25806.98,5.25,4.56,1.05,5.84,10.83,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Sweden,2018,EXPIMP,Food Products,315308.32,264230.49,4.28,2.77,0.99,4.28,-6.27,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Eswatini,2018,EXPIMP,Food Products,745.57,13930.94,20.33,68.39,2.58,5.54,39.16,0,0,343,0,100,0,0,0,0,0,0,13930.94,26.96,55.6,343,67.35,1.17,0,31.49,93.06,0,0,13930.94,0
United Kingdom,Saint Maarten (Dutch part),2018,EXPIMP,Food Products,98.37,179.3,6.56,64.13,,,,0,0,6,0,100,0,0,0,0,0,0,179.3,0,0,6,0,100,0,0,0,0,0,0,179.3
United Kingdom,Seychelles,2018,EXPIMP,Food Products,1960.44,85856.13,2.37,97.71,1.35,15.1,12.45,0,0,32,0,100,0,0,0,0,0,0,85856.13,12.02,24.04,32,81.25,6.25,12.5,0,25,0,1.28,85856.13,0
United Kingdom,Syrian Arab Republic,2018,EXPIMP,Food Products,0,199.65,,3.98,,,,8.13,8.77,145,48.97,15.17,19.31,16.55,32.94,0,33.08,173.28,26.37,14.18,14.91,145,59.31,4.83,19.31,16.55,41.24,0,33.08,199.2,0.45
United Kingdom,Thailand,2018,EXPIMP,Food Products,85961.24,894990.54,4.32,23.5,2.43,4.51,4.39,19.23,48.37,1174,47.79,2.56,9.71,39.95,93.06,0,61834.05,886635.92,6187.8,19.23,48.37,1174,47.79,2.56,9.71,39.95,93.06,0,61834.05,886635.92,6187.8
United Kingdom,Tonga,2018,EXPIMP,Food Products,0,55.19,,56.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Trinidad and Tobago,2018,EXPIMP,Food Products,14261.81,2374.06,7.94,1.14,1.91,1.12,-2.69,0,0,102,0,100,0,0,0,0,0,0,2262.42,11.68,3.89,102,27.45,20.59,31.37,20.59,52.75,0,615.36,2138.01,124.41
United Kingdom,Tunisia,2018,EXPIMP,Food Products,3173.38,1530.78,1.48,0.77,0.72,-4.11,1.23,8.36,5.48,262,36.26,12.98,11.45,39.31,35.46,0,268.98,1258.97,240.76,13.61,10.53,262,46.56,2.67,11.45,39.31,35.46,0,268.98,1499.73,0
United Kingdom,Turkey,2018,EXPIMP,Food Products,146688.14,237245.11,1.07,2.05,1.08,-2.04,0,4.79,4.69,1193,1.51,56.41,8.63,33.45,128.09,0,67849,146615.1,90496.66,16.31,16.87,1193,47.44,4.53,9.56,38.47,128.09,0,67849,212161.44,24950.32
United Kingdom,Tanzania,2018,EXPIMP,Food Products,6509.09,90.89,4.39,0.46,1.23,4.31,19.7,0,0,17,0,100,0,0,0,0,0,0,90.89,5.65,7.59,17,5.88,5.88,0,88.24,10.02,0,0,90.71,0.19
United Kingdom,Uganda,2018,EXPIMP,Food Products,3103.12,151.69,5.84,0.91,1.47,-2.61,20.02,0,0,34,0,100,0,0,0,0,0,0,147.61,26.32,10.11,34,23.53,11.76,8.82,55.88,93.06,0,12.94,138.51,9.1
United Kingdom,Ukraine,2018,EXPIMP,Food Products,25166.07,37557.09,3.65,5.52,1.78,10.25,5.98,1.49,0.11,152,5.26,76.97,10.53,7.24,24.08,0,240.51,485.57,37007.39,13.71,2.88,152,39.47,8.55,30.26,21.71,74.9,0,4350.11,10166.57,27326.39
United Kingdom,Uruguay,2018,EXPIMP,Food Products,45622.52,3693.01,25.35,4.82,2.77,2.81,-0.22,10.28,2.87,276,0.36,1.09,10.87,87.68,51.95,0,311.83,642.59,3050.42,10.28,2.87,276,0.36,1.09,10.87,87.68,51.95,0,311.83,642.59,3050.42
United Kingdom,United States,2018,EXPIMP,Food Products,2485074.28,1177547.73,3.77,1.86,1.44,5.19,2.28,18.89,9.65,1611,43.95,5.15,8.57,42.33,147.45,0,546509.37,832595.01,335080.21,18.89,9.65,1611,43.95,5.15,8.57,42.33,147.45,0,546509.37,832595.01,335080.21
United Kingdom,Uzbekistan,2018,EXPIMP,Food Products,2580.37,1.61,6.25,0.07,1.79,6.74,24.7,6.16,6.16,29,20.69,0,48.28,31.03,12.1,0.08,1.61,1.61,0,7.89,7.89,29,20.69,0,48.28,31.03,17.3,0.08,1.61,1.61,0
United Kingdom,St. Vincent and the Grenadines,2018,EXPIMP,Food Products,684.67,74.91,3.93,8.33,0.53,2.51,-0.3,0,0,8,0,100,0,0,0,0,0,0,74.91,11.23,4.42,8,12.5,12.5,25,50,24.08,0,42.38,51.84,23.08
United Kingdom,Venezuela,2018,EXPIMP,Food Products,10248.43,696.59,13.52,1.37,,,,0,0,7,0,42.86,57.14,0,0,0,504.67,504.67,191.92,0,0,7,0,42.86,57.14,0,0,0,504.67,504.67,191.92
United Kingdom,British Virgin Islands,2018,EXPIMP,Food Products,1640.41,12.41,6.97,0.27,,,,35.5,7.26,6,0,66.67,0,33.33,71,0,0,1.27,11.14,37.43,10.72,6,33.33,33.33,0,33.33,71,0,0,12.41,0
United Kingdom,Vietnam,2018,EXPIMP,Food Products,44551.94,150369.43,5.31,2.54,1.11,8.75,2.28,10.95,8.06,675,53.33,5.93,7.56,33.19,128.09,0,14673.43,145986.5,1982.75,15.44,18.86,675,55.26,3.85,7.7,33.19,128.09,0,14678.59,145986.5,1982.75
United Kingdom,Vanuatu,2018,EXPIMP,Food Products,0,18.64,,2.08,,,,0,0,1,0,100,0,0,0,0,0,0,18.64,0,0,1,0,100,0,0,0,0,0,0,18.64
United Kingdom, World,2018,EXPIMP,Food Products,20748630.15,33598109.42,4.23,5,1.54,3.37,3.08,9.22,12.24,37146,20.31,38.9,7.4,33.38,147.45,0,2282377.14,4800108.68,3071744.51,19.76,17.25,1796,46.1,5.23,0.37,1.98,147.45,0,2454056.53,6143070.57,1728782.61
United Kingdom,Samoa,2018,EXPIMP,Food Products,0,32.91,,16.03,1.96,3.07,"10,785.79",0,0,8,0,100,0,0,0,0,0,0,32.91,20.27,20.27,8,0,0,62.5,37.5,25.72,9.38,32.91,32.91,0
United Kingdom,South Africa,2018,EXPIMP,Food Products,255609.01,223203.4,9.21,2.77,2.7,1.42,0.91,8.61,11.13,1071,13.26,42.76,9.15,34.83,144.04,0,160591.03,212384.25,9365.29,16.73,15.16,1071,34.45,5.88,11.11,48.55,144.04,0,161994.53,219182.01,2567.52
United Kingdom,Zimbabwe,2018,EXPIMP,Food Products,2830.17,1679.68,4.68,1.5,0.02,9.72,-17.31,0,0,77,0,100,0,0,0,0,0,0,1679.68,11.07,7.6,77,33.77,2.6,25.97,37.66,20.91,0,9.52,1679.68,0
United Kingdom,East Asia & Pacific,2018,EXPIMP,Food Products,2750547.71,2608647.48,3.68,2.43,,,,13.03,23.8,10485,36.25,17.44,9.49,36.81,147.45,0,914167.71,2293492.81,273003.18,19.82,26.05,1623,47.75,5.11,1.32,5.98,147.45,0,917660.91,2432103.33,134392.66
United Kingdom,Europe & Central Asia,2018,EXPIMP,Food Products,12033511.31,26332144.2,4.32,6.29,,,,6.28,3.33,5241,11.41,37.49,8.68,42.42,141.84,0,94943.11,226027.22,472699.04,16.77,10.42,1454,44.43,5.78,2.59,11.22,141.84,0,150383.86,442611.09,256115.17
United Kingdom,Latin America & Caribbean,2018,EXPIMP,Food Products,862643.19,1982088.1,10.47,18.83,,,,6.64,7.99,5774,7.67,54.76,5.73,31.83,141.84,0,500374.06,899838.29,1077356.03,18.23,14.07,1451,44.45,5.51,2.36,10.22,141.84,0,520310.12,1191012.75,786181.57
United Kingdom,Middle East & North Africa,2018,EXPIMP,Food Products,1127757.68,114433.82,4.03,0.78,,,,6.9,2.24,5294,15.28,50.74,6.99,26.99,141.84,0,14701.48,31583.88,78853.68,21.46,12.47,1425,44.49,4.56,2.17,11.54,147.45,0,27870.85,107052.82,3384.73
United Kingdom,North America,2018,EXPIMP,Food Products,2857796.22,1402970.29,3.9,1.82,,,,12.43,8.59,2661,27.81,33.93,5.64,32.62,147.45,0,547085.83,902191.41,484519.06,18.89,10.39,1631,44.64,5.09,5.19,25.63,147.45,0,604626.57,1025158.67,361551.8
United Kingdom,South Asia,2018,EXPIMP,Food Products,271291.83,247920.15,3.2,1.55,,,,9.32,8.64,3160,17.31,45.06,6.77,30.85,141.84,0,43524.68,207771.65,32004.45,18.68,13.52,1356,44.25,4.65,3.54,18.39,141.84,0,60710.97,236401.75,3374.35
United Kingdom,Sub-Saharan Africa,2018,EXPIMP,Food Products,517463.61,887487.55,6.58,6.48,,,,3.54,2.89,3748,7.07,64.83,4.16,23.93,144.04,0,160925.36,226565.54,649128.56,16.82,16.02,1372,41.18,4.88,3.6,16.14,144.04,0,165838.35,695726.65,179967.45
