Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
United Kingdom,Oman,2016,EXPIMP,Food Products,23458.61,211.99,3.57,0.31,0.84,0.7,-8.84,16.99,22.84,16,0,6.25,62.5,31.25,29.64,0,101.31,107.75,1.47,16.99,22.84,16,0,6.25,62.5,31.25,29.64,0,101.31,107.75,1.47
United Kingdom,Pakistan,2016,EXPIMP,Food Products,18526.22,16629.81,2.2,1.06,1.1,-11.45,-2.49,12.9,5.87,651,0.61,58.06,7.37,33.95,137.64,0,6072.45,13148.96,2761.07,22.83,14.58,651,56.53,1.23,7.53,34.72,137.64,0,6072.45,15910.04,0
United Kingdom,Panama,2016,EXPIMP,Food Products,71600.74,3756.83,41.1,10.75,6.37,1.47,4.5,0.51,0.04,58,0,82.76,6.9,10.34,4.62,0,407.62,426.79,1779.76,3.19,11.38,58,36.21,46.55,6.9,10.34,25,0,407.62,1466.92,739.63
United Kingdom,Peru,2016,EXPIMP,Food Products,50530.91,23414.49,23.5,5.56,3.49,2.93,-0.86,1.12,0.16,499,0,70.74,1.4,27.86,59.45,0,109.12,5459.03,28554.28,13.53,10.86,499,42.48,7.21,8.62,41.68,59.45,0,193.15,28729.42,5283.89
United Kingdom,Philippines,2016,EXPIMP,Food Products,19888.77,75813.92,3.68,11.84,0.73,16.66,1.94,5.93,2.19,690,0,63.04,7.39,29.57,82.31,0,6165.84,45183.73,32564.18,17.91,18.97,690,60.87,1.45,7.54,30.14,82.31,0,6165.84,77689.13,58.78
United Kingdom,Papua New Guinea,2016,EXPIMP,Food Products,412.49,6877.16,0.64,5.17,,,,0,0,21,0,100,0,0,0,0,0,0,12053.5,24.05,24.05,21,100,0,0,0,25,24,0,12053.5,0
United Kingdom,Poland,2016,EXPIMP,Food Products,339177.28,1281064.59,5.97,10.24,1.65,0.17,8.76,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Korea, Dem. Rep.",2016,EXPIMP,Food Products,0,4.44,,0.92,,,,17.4,17.4,55,83.64,3.64,0,12.73,28.06,0,0,3.79,0,17.4,17.4,55,83.64,3.64,0,12.73,28.06,0,0,3.79,0
United Kingdom,Portugal,2016,EXPIMP,Food Products,131806.58,256729,6.81,7.12,1.05,2.77,-1.11,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Paraguay,2016,EXPIMP,Food Products,20390.77,121177.99,51.43,87.27,7.35,-0.22,18.01,47.12,0.21,6,0,16.67,0,83.33,114.9,0,0,210.85,56296.71,47.12,0.21,6,0,16.67,0,83.33,114.9,0,0,210.85,56296.71
United Kingdom,Occ.Pal.Terr,2016,EXPIMP,Food Products,1518.24,301.26,14.99,7.1,1.46,2.6,-22.49,0,0,64,0,100,0,0,0,0,0,0,310.84,16.12,23.16,64,64.06,4.69,20.31,10.94,33.12,0,20.13,310.84,0
United Kingdom,Romania,2016,EXPIMP,Food Products,44794.21,54336.9,3.2,2.33,0.66,4.7,-2.31,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Russian Federation,2016,EXPIMP,Food Products,120588.79,91638.73,3.47,1.74,1.86,2.17,1.95,12.88,4,102,30.39,27.45,22.55,19.61,74.9,0,5811.99,21451.05,83512.81,12.88,4,102,30.39,27.45,22.55,19.61,74.9,0,5811.99,21451.05,83512.81
United Kingdom,Saudi Arabia,2016,EXPIMP,Food Products,126608.94,1474.67,1.91,0.11,0.81,0.44,-1.74,13.3,11.04,199,57.29,1.51,16.08,25.13,54.46,0,572.03,1577.32,6.95,13.3,11.04,199,57.29,1.51,16.08,25.13,54.46,0,572.03,1577.32,6.95
United Kingdom,Senegal,2016,EXPIMP,Food Products,1604.56,85.12,1.32,0.19,0.53,6.26,-26.75,0,0,21,0,100,0,0,0,0,0,0,152.26,24.05,24.05,21,100,0,0,0,25,24,0,152.26,0
United Kingdom,"Serbia, FR(Serbia/Montenegro)",2016,EXPIMP,Food Products,7061.3,13255.18,3.97,5.28,0.91,-2.24,-9.37,16.12,15.77,673,38.48,2.08,9.21,50.22,139.09,0,3840.94,10988.2,84.4,16.12,15.77,673,38.48,2.08,9.21,50.22,139.09,0,3840.94,10988.2,84.4
United Kingdom,Singapore,2016,EXPIMP,Food Products,392700.6,22753.63,6.35,1.12,5.09,-0.38,0.4,15.41,18.45,579,31.26,5.53,10.88,52.33,139.09,0,12000.52,21649.12,687.53,15.41,18.45,579,31.26,5.53,10.88,52.33,139.09,0,12000.52,21649.12,687.53
United Kingdom,Sierra Leone,2016,EXPIMP,Food Products,4238.69,12.54,10.65,1.88,1.32,-25.19,-69.43,0,0,9,0,100,0,0,0,0,0,0,4.92,14.63,12.32,9,33.33,22.22,0,44.44,36.06,0,0,4.92,0
United Kingdom,El Salvador,2016,EXPIMP,Food Products,932.81,15230.41,3.59,57.16,1.62,1.22,-3.08,0,0,1,0,100,0,0,0,0,0,0,4873.41,2.24,2.24,1,0,0,0,100,2.24,2.24,0,4873.41,0
United Kingdom,Sudan,2016,EXPIMP,Food Products,2279.33,900.93,2.47,8.64,0.24,-2.06,-21.84,20.39,2.51,113,27.43,0,0,72.57,41.6,2.24,0,4327.3,0,20.39,2.51,113,27.43,0,0,72.57,41.6,2.24,0,4327.3,0
United Kingdom,Slovak Republic,2016,EXPIMP,Food Products,17066.46,41349.39,2.39,1.22,1.13,4.19,14.78,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Slovenia,2016,EXPIMP,Food Products,16476.63,18120.86,5,3.38,1.03,1.67,13.24,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Sweden,2016,EXPIMP,Food Products,304637.37,267717.15,4.91,3.16,1.11,1.44,5.15,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Eswatini,2016,EXPIMP,Food Products,1036.85,33197.27,25.45,88.63,4,-0.3,-18.38,16.93,2.25,350,0,98.86,0,1.14,114.9,0,0,243.44,10889.63,33.64,24.15,350,66.29,1.14,0,32.57,114.9,0,0,11133.06,0
United Kingdom,Seychelles,2016,EXPIMP,Food Products,2620.9,76872.06,9.1,90.7,2.56,-0.06,13.07,0,0,21,0,100,0,0,0,0,0,0,87647.89,24.05,24.05,21,100,0,0,0,25,24,0,87647.89,0
United Kingdom,Syrian Arab Republic,2016,EXPIMP,Food Products,300.53,189.93,4.21,4.38,,,,16.39,8.03,99,46.46,11.11,7.07,35.35,148.2,0,22.27,89.47,46.02,21.02,12.27,99,54.55,3.03,7.07,35.35,148.2,0,22.27,135.49,0
United Kingdom,Thailand,2016,EXPIMP,Food Products,117059.73,861664.37,7.89,23.44,3.85,-0.36,-1.13,19.23,50.69,1253,48.68,2.95,7.26,41.1,139.09,0,50508.05,920053.04,5720.46,19.23,50.69,1253,48.68,2.95,7.26,41.1,139.09,0,50508.05,920053.04,5720.46
United Kingdom,Trinidad and Tobago,2016,EXPIMP,Food Products,21932.93,4211.12,12.64,5.15,2.56,-4.57,-4.22,0,0,127,0,100,0,0,0,0,0,0,5154.76,12.63,5.77,127,47.24,5.51,23.62,23.62,54.46,0,2189.61,4967.79,186.97
United Kingdom,Tunisia,2016,EXPIMP,Food Products,2789.05,1105.87,1.14,0.59,0.5,2.89,30.06,5.71,4.6,64,3.13,37.5,42.19,17.19,25.14,0,890.66,1085.26,160.57,14.37,11.46,64,35.94,3.13,43.75,17.19,29.64,0,890.66,1245.83,0
United Kingdom,Turkey,2016,EXPIMP,Food Products,140891.25,206289.44,2.28,1.69,1.26,0.9,-7.44,4.63,3.24,1143,1.57,58.36,6.91,33.16,60.47,0,35305.63,85885.35,84364.33,16.81,14.19,1143,44.71,4.02,8.75,42.52,82.87,0,35305.63,151882.16,18367.52
United Kingdom,Tanzania,2016,EXPIMP,Food Products,5582.62,576.01,3.9,2.74,0.91,6.62,-18.93,0,0,18,0,100,0,0,0,0,0,0,9793.69,24.38,7.29,18,11.11,0,0,88.89,57.6,4.19,0,9793.69,0
United Kingdom,Uganda,2016,EXPIMP,Food Products,2952.8,1308.16,4.65,6.66,0.89,-7.3,-3.04,0,0,78,0,100,0,0,0,0,0,0,5707.44,8.68,7.16,78,65.38,6.41,0,28.21,28.06,0,0,5707.44,0
United Kingdom,Ukraine,2016,EXPIMP,Food Products,27288.41,29965.18,5.4,8.45,1.71,3.86,9.2,4.26,0.9,330,0,94.24,0.61,5.15,75.51,0,3.29,681.16,43758.1,15.31,2.72,330,65.15,4.24,9.7,20.91,75.51,0,655.69,6032.9,38406.36
United Kingdom,Uruguay,2016,EXPIMP,Food Products,46269.93,2486.75,28.48,3.11,1.56,-5.41,-3.66,11.88,3.29,158,1.27,0.63,6.33,91.77,61.15,0,425.75,632.63,1890.27,11.88,3.29,158,1.27,0.63,6.33,91.77,61.15,0,425.75,632.63,1890.27
United Kingdom,United States,2016,EXPIMP,Food Products,2401822.44,972815.7,3.9,1.7,1.54,1.81,2.32,18.31,9.44,1568,44.45,5.04,7.27,43.24,148.2,0,545261.91,869119.85,319615.41,18.31,9.44,1568,44.45,5.04,7.27,43.24,148.2,0,545261.91,869119.85,319615.41
United Kingdom,St. Vincent and the Grenadines,2016,EXPIMP,Food Products,984.89,15.11,6.75,1,0.75,0.88,6.96,0,0,22,0,100,0,0,0,0,0,0,51.39,10.35,5.13,22,4.55,59.09,18.18,18.18,31.79,0,10.83,28.5,22.9
United Kingdom,Venezuela,2016,EXPIMP,Food Products,16527.82,753.09,11.68,0.44,,,,1.79,0.03,37,2.7,21.62,10.81,64.86,56.84,0,837.2,841.31,463.38,1.79,0.03,37,2.7,21.62,10.81,64.86,56.84,0,837.2,841.31,463.38
United Kingdom,British Virgin Islands,2016,EXPIMP,Food Products,3178.32,1811.41,5.56,24.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Vietnam,2016,EXPIMP,Food Products,33143.83,111289.81,5.08,2.19,0.96,2.53,6.76,11.55,8.21,602,67.44,5.65,5.98,20.93,139.09,0,10309.42,109519.8,367.86,16.15,18.42,602,68.77,4.15,6.15,20.93,139.09,0,10309.42,109519.8,367.86
United Kingdom, World,2016,EXPIMP,Food Products,18461495.71,30574626.32,4.49,4.8,1.52,0.99,0.39,11.01,16.3,35864,23.03,37.74,6.22,33.01,148.83,0,2174126.26,5110804.15,2555401.61,20.27,20.49,1736,46.66,5.41,0.32,2,148.83,0,2264258.12,6248497.96,1417707.8
United Kingdom,Yemen,2016,EXPIMP,Food Products,10772.15,9.03,22.15,1.48,,,,0,0,40,0,100,0,0,0,0,0,0,835.84,11.94,7.35,40,42.5,0,30,27.5,25.6,0.1,820.42,835.84,0
United Kingdom,South Africa,2016,EXPIMP,Food Products,230442.48,180457.81,8.64,1.84,2.89,-1.96,-8.6,6.39,5.94,1069,17.4,51.08,5.61,25.91,112.7,0,153002.44,183082.98,17758.14,16.02,10.76,1069,40.04,5.8,7.58,46.59,139.09,0,153955.63,197156.95,3684.16
United Kingdom,Zambia,2016,EXPIMP,Food Products,533.88,19.25,0.86,0.07,0.18,-1.59,-19.75,0,0,16,0,100,0,0,0,0,0,0,2312.13,19.67,8.37,16,0,0,0,100,32.17,4.19,0,2312.13,0
United Kingdom,Zimbabwe,2016,EXPIMP,Food Products,1636.36,2366.69,4.47,3.97,0.1,-7.03,-29.24,0,0,66,0,100,0,0,0,0,0,0,2196.09,11.71,7.4,66,27.27,0,28.79,43.94,25.6,0.1,29.52,2196.09,0
United Kingdom,East Asia & Pacific,2016,EXPIMP,Food Products,2308122.83,2396836.2,4.02,2.15,,,,14.5,25.97,9440,39.5,15.36,8.4,36.74,148.83,0,872140.31,2282585.46,207112.86,19.83,29.1,1610,48.45,5.34,1.22,6.66,148.83,0,874664.22,2394842.16,94856.16
United Kingdom,Europe & Central Asia,2016,EXPIMP,Food Products,10565018.39,23934914.72,4.59,6.07,,,,7.48,3.13,5375,13.41,40.82,5.53,40.24,148.2,0,53228.62,149505.69,381614.59,17.65,9.75,1474,46.27,5.56,2.05,11.16,148.2,0,97950.27,345198.68,185921.61
United Kingdom,Latin America & Caribbean,2016,EXPIMP,Food Products,831236.65,1914271.52,10.86,18.91,,,,8.57,19.24,6486,6.71,57.79,4.47,31.04,139.09,0,460280.26,1113074.7,852886.23,18.63,21.53,1488,43.68,5.44,1.71,9.96,139.09,0,478539.88,1332676.09,633284.84
United Kingdom,Middle East & North Africa,2016,EXPIMP,Food Products,983708.39,99777.08,3.6,0.98,,,,7.24,2.91,4657,14.02,57.25,5.6,23.13,148.2,0,14140.84,25101.54,66769.36,19.17,15.73,1297,41.56,5.09,2.15,12.71,148.2,0,27404.59,89719.32,2151.58
United Kingdom,North America,2016,EXPIMP,Food Products,2784434.86,1153008.76,4.1,1.63,,,,18.14,10.98,2777,42.24,4.97,7.85,44.94,148.2,0,580169.75,1135650.63,331772.21,18.31,10.98,1568,44.45,5.04,4.11,24.41,148.2,0,580169.75,1135650.63,331772.21
United Kingdom,South Asia,2016,EXPIMP,Food Products,200004.48,198584.4,3.4,1.36,,,,11.46,8.92,3053,26.92,37.44,6.22,29.41,148.2,0,36698.04,182276.94,16525.73,19.87,13.98,1264,45.73,3.32,3.05,18.05,148.2,0,42714.35,195214.07,3588.6
United Kingdom,Sub-Saharan Africa,2016,EXPIMP,Food Products,448301.91,857227.96,6.04,6.23,,,,5.42,2.49,2912,12.02,71.81,3.16,13.02,114.9,0,153254.18,202750.08,698236.12,16.91,17.68,1247,43.14,5.45,3.74,18.27,139.09,0,158580.67,735027.06,165959.14
